date,id,username,like_count,retweet_count,label-fix,tweets,tweets-cleaned
2023-06-03 05:22:04,1.66487e+18,lreneibae,0,0,Negatif,Plis unit K2 Biskita diperbanyak coba kalo jalanannya muter gini jd nunggunya gak seribu tahun 😭,plis unit biskita diperbanyak coba kalo jalanannya muter gini jd nunggunya gak seribu tahun
2023-06-02 21:02:16,1.66474e+18,sankaraeda,0,0,Negatif,cuma kalau bisa biskita nyampe dramaga lah biar bisa naik sampe gerbang depan 😞😞😞,cuma kalau bisa biskita nyampe dramaga lah biar bisa naik sampe gerbang depan
2023-06-01 12:00:37,1.66424e+18,jeandessentials,0,0,Negatif,sebenernya dari tempat gue ke st bogor naik gojek tuh deket dan cepet tapi gue memilih untuk membuang-buang waktu dengan naik biskita:)),sebenernya dari tempat gue ke st bogor naik gojek tuh deket dan cepet tapi gue memilih untuk membuang buang waktu dengan naik biskita
2023-06-01 01:38:53,1.66408e+18,MlExAYAM,0,0,Negatif,"@nita9451 Naik biskita gbsss, trs top up shopee gabisa update saldo, pdhl udh ke beli",naik biskita gbs trs top up shopee gabisa update saldo pdhl udh ke beli
2023-05-30 08:47:37,1.66347e+18,syshgbt,0,0,Negatif,orang nangis disuruh ngejar biskita hhh,orang nangis disuruh ngejar biskita h
2023-05-29 11:44:25,1.66315e+18,radarbogorID,0,0,Negatif,"Sepekan Dikenakan Tarif, Penumpang BisKita Anjlok
 https://t.co/86aiIfQ8ji","sepekan dikenakan tarif penumpang biskita anjlok
"
2023-05-29 03:13:01,1.66302e+18,brightlymakeu,1,0,Negatif,ni kalo bukan demi 4k ber AC mah amit amit gua nunggu biskita 😔,ni kalo bukan demi ber ac mah amit amit gua nunggu biskita
2023-05-28 09:53:28,1.66276e+18,iadoredk,0,0,Negatif,biskita nih lewatnya setahun sekali apa gmn anjirrrr lama bgt w kebelet,biskita nih lewatnya setahun sekali apa gmn anjirr lama bgt w kebelet
2023-05-28 06:33:40,1.66271e+18,sylverqueeny,0,0,Negatif,"ternyata walaupun udah bayar, biskita masih kurang bagus manajemen waktunya. udah 15 menit lebih nungguin ga dateng2. mending naik angkot, cuma beda 1000 doang🤮",ternyata walaupun udah bayar biskita masih kurang bagus manajemen waktunya udah menit lebih nungguin ga dateng mending naik angkot cuma beda doang
2023-05-27 08:36:11,1.66238e+18,cleoflow_,0,0,Negatif,"Mauuu wawancara ajaa benerbener banyakk sialnya, dr tbtb kelas diundur, telat dpet biskita, junggu biskita setengah jam, gojek bayar 50k, yaAllah yaAllah aku mah",mau wawancara ajaa benerbener banyakk sialnya dr tbtb kelas diundur telat dpet biskita junggu biskita setengah jam gojek bayar yaallah yaallah aku mah
2023-05-27 06:53:45,1.66235e+18,zyheera,0,0,Negatif,hampir disenggol biskita,hampir disenggol biskita
2023-05-26 13:07:13,1.66208e+18,bogorfess_,6,1,Negatif,"[bgr] jadi gmna biskita setelah berbayar apa masih harus nunggu lama ? macet itu alesan klasik harusnya pemkot lebih pintar buat tranportasi bersyp yg bisa terbang,bye . https://t.co/WJYJI64A9F",bgr jadi gmna biskita setelah berbayar apa masih harus nunggu lama macet itu alesan klasik harusnya pemkot lebih pintar buat tranportasi bersyp yg bisa terbang bye
2023-05-26 13:05:45,1.66208e+18,bogorfess_,6,1,Negatif,"[bgr] jadi gmna biskita setelah berbayar apa masih harus nunggu lama ? macet itu alesan klasik harusnya pemkot lebih pintar buat tranportasi bersyp yg bisa terbang,bye . https://t.co/q6nZRwG23F",bgr jadi gmna biskita setelah berbayar apa masih harus nunggu lama macet itu alesan klasik harusnya pemkot lebih pintar buat tranportasi bersyp yg bisa terbang bye
2023-05-26 10:10:50,1.66204e+18,toomuchbiaas,0,0,Negatif,Buset biskita sejak berbayar jadi sepi banget? Padahal ini jam pulang kantor...,buset biskita sejak berbayar jadi sepi banget padahal ini jam pulang kantor
2023-05-25 07:19:47,1.66163e+18,rannnkyu,0,0,Negatif,biskita udah bayar KENAPA MAKIN LAMA DATENGNYA 😠‼️‼️,biskita udah bayar kenapa makin lama datengnya
2023-05-24 03:47:15,1.66122e+18,woofyouu,0,0,Negatif,Ni knapa emoney gweg egk bisa tap naik biskita,ni knapa emoney gweg egk bisa tap naik biskita
2023-05-23 14:51:30,1.66102e+18,_coffeein,0,0,Negatif,"Tidak seseru itu, kawan, coba lu sekolah di Bogor yg ujannya non-stop, blm lagi nunggu biskita yg lama/angkot yg ngetem, mending homescholling deh",tidak seseru itu kawan coba lu sekolah di bogor yg ujannya non stop blm lagi nunggu biskita yg lama angkot yg ngetem mending homescholling deh
2023-05-23 03:16:36,1.66085e+18,stepygoo,0,0,Negatif,ni biskita uds berbayar ms aje lama dtgnya,ni biskita uds berbayar ms aje lama dtgnya
2023-05-23 01:57:20,1.66083e+18,19f3bri91,0,0,Negatif,"@Biskita_id  tolong dong pelayanan Biskita dibenerin, tepat waktu. Udah setengah jam gak lewat Taruna Andigha sedangkan udah lebih dari 5 yg lewat halte BTW. Sampe pool ngapain dulu? Ngopi? Udah berbayar gak berubah2. Sekalinya sampe malah penuh. Nunggu berapa lama? Sejam?",tolong dong pelayanan biskita dibenerin tepat waktu udah setengah jam gak lewat taruna andigha sedangkan udah lebih dari yg lewat halte btw sampe pool ngapain dulu ngopi udah berbayar gak berubah sekalinya sampe malah penuh nunggu berapa lama sejam
2023-05-23 01:55:01,1.66083e+18,19f3bri91,0,0,Negatif,@BimaAryaS tolong dong pelayanan Biskita dibenerin tepat waktu. Udah setengah jam gak lewat Taruna Andigha sedangkan udah lebih dari 5 yg lewat halte BTW. Sampe pool ngapain dulu? Ngopi? Udah berbayar gak berubah2. Sekalinya sampe malah penuh. Nunggu berapa lama? Sejam?,tolong dong pelayanan biskita dibenerin tepat waktu udah setengah jam gak lewat taruna andigha sedangkan udah lebih dari yg lewat halte btw sampe pool ngapain dulu ngopi udah berbayar gak berubah sekalinya sampe malah penuh nunggu berapa lama sejam
2023-05-22 12:04:56,1.66062e+18,yenniebreadd,0,0,Negatif,biskita dngin bnget coy rsna ak sprti msuk ktub,biskita dngin bnget coy rsna ak sprti msuk ktub
2023-05-21 14:05:11,1.66029e+18,RioDhika,0,0,Negatif,"@txtdaribogor yg belum keliatan diurusin, lah itu Biskita aja haltenya masih jarang2 😂😂",yg belum keliatan diurusin lah itu biskita aja haltenya masih jarang
2023-05-21 10:55:37,1.66024e+18,dontyeon,0,0,Negatif,"tapcash monyet tiga kali ngetap buat biskita error mulu tp saldo ketarik sampe 12k, ga lagi lagi make tapcash",tapcash monyet tiga kali ngetap buat biskita error mulu tp saldo ketarik sampe ga lagi lagi make tapcash
2023-05-21 10:47:37,1.66024e+18,shanifaa_,0,0,Negatif,"buat apa sih banyak banyakin transportasi, yg skrg aja ga kekontrol. mending dievaluasi dulu daripada maksain nambah trs lalu lintasnya jadi makin kacau. kurangin angkot dan direvitalisasi, evaluasi sistem biskita biar tarifnya satu perjalanan bukan satu rute",buat apa sih banyak banyakin transportasi yg skrg aja ga kekontrol mending dievaluasi dulu daripada maksain nambah trs lalu lintasnya jadi makin kacau kurangin angkot dan direvitalisasi evaluasi sistem biskita biar tarifnya satu perjalanan bukan satu rute
2023-05-21 10:26:32,1.66023e+18,MRamdhoni,2,0,Negatif,@txtdaribogor Urgensinya apa jalur trem? Ngurus biskita sama angkot aja ga becus,urgensinya apa jalur trem ngurus biskita sama angkot aja ga becus
2023-05-21 09:02:26,1.66021e+18,ssvggss,0,0,Negatif,biskita gaada kek akun official buat nanya+nampung aduan penumpang pas udh bayar kh?,biskita gaada kek akun official buat nanya nampung aduan penumpang pas udh bayar kh
2023-05-21 05:16:51,1.66015e+18,ddaciduci,0,0,Negatif,"Kira2 bisa ga ya, biskita kyk TJ jd ngetapnya 2x aja pas mau naik sama turun, walaupun ganti2 bus. Soalnya kan skarang bayar dan agaknya boncos yaa klo ganti 2x aja 8k bolak balik 16k.",kira bisa ga ya biskita kyk tj jd ngetapnya aja pas mau naik sama turun walaupun ganti bus soalnya kan skarang bayar dan agaknya boncos yaa klo ganti aja bolak balik
2023-05-20 15:04:01,1.65994e+18,dustiebook,0,0,Negatif,"kenapa angkotnya ga dibagusin kaya di jakarta dibuat jaklingko :( soalnya kalo cm ngandelin biskita halte transitnya aja msh sedikit sama jauh² daerah² tertentu cm bisa diakses sama angkot, contohnya angkot pondok rumput yg biarpun jarang tp bnyk yg naik",kenapa angkotnya ga dibagusin kaya di jakarta dibuat jaklingko soalnya kalo cm ngandelin biskita halte transitnya aja msh sedikit sama jauh daerah tertentu cm bisa diakses sama angkot contohnya angkot pondok rumput yg biarpun jarang tp bnyk yg naik
2023-05-20 08:31:21,1.65984e+18,beIovedkouhai,0,0,Negatif,"Bacot lah minimal banyakin dulu tuh rute biskita dan biskita nya, baru gaadain angkot.",bacot lah minimal banyakin dulu tuh rute biskita dan biskita nya baru gaadain angkot
2023-05-20 08:31:03,1.65984e+18,wonuwuw,0,0,Negatif,"yg dr kabupaten mau ke kota naek apaan anjir, biskita kan ga nyampe kabupaten🥲🥲",yg dr kabupaten mau ke kota naek apaan anjir biskita kan ga nyampe kabupaten
2023-05-20 07:47:21,1.65983e+18,mes_rena,0,0,Negatif,"jgn gitu lah... masih butuh angkot yeuh, klo misal diganti biskita.. (BANYAKIN LAH...nunggu bisa lama banget... bis kecil.. dimasukin penumpang bejubel... )🤦🏻‍♀️",jgn gitu lah masih butuh angkot yeuh klo misal diganti biskita banyakin lah nunggu bisa lama banget bis kecil dimasukin penumpang bejubel
2023-05-20 00:16:56,1.65971e+18,sabbiccan,0,0,Negatif,"Cuy, biskita kan udh mulai berbayar, nah gua skrng merasa ga worth it 4k ini krna klo naik angkot cuma 2k, yauda gua naik angkot dong",cuy biskita kan udh mulai berbayar nah gua skrng merasa ga worth it ini krna klo naik angkot cuma yauda gua naik angkot dong
2023-05-19 04:41:57,1.65942e+18,underh0ll0w,5,1,Negatif,@txtdaribogor Bapak Ibu yang ada di Pemkot mending bikin rencana memperluas jaringan Biskita dulu deh,bapak ibu yang ada di pemkot mending bikin rencana memperluas jaringan biskita dulu deh
2023-05-19 04:38:31,1.65942e+18,lurhaf_,0,0,Negatif,"@txtdaribogor Urus dulu noh biskita, koridor yang belum ada tolong diadain",urus dulu noh biskita koridor yang belum ada tolong diadain
2023-05-19 02:26:43,1.65939e+18,windisblowingg,0,1,Negatif,Justru karna kota bogor ga gede malah ga oke bayar lebih dari 1x 🥲 kantor ke rumah cuma 4 km (10 menit pake motor) tp kalo naik biskita harus transit 1x itu jg masih harus lanjut angkot lagi 1x buat ke daerah rumah,justru karna kota bogor ga gede malah ga oke bayar lebih dari kantor ke rumah cuma km menit pake motor tp kalo naik biskita harus transit itu jg masih harus lanjut angkot lagi buat ke daerah rumah
2023-05-18 14:30:06,1.6592e+18,bukansukem,0,0,Negatif,ga rela woii! gw butuh biskita yg gretongan😭,ga rela woii gw butuh biskita yg gretongan
2023-05-18 09:51:37,1.65913e+18,NurRnurhakim87,0,0,Negatif,@jalur5_ Bis nya kurang besar nunggu nya lama bangettttttt. @Biskita_id,bis nya kurang besar nunggu nya lama banget
2023-05-18 08:42:47,1.65912e+18,akubuten,0,0,Negatif,"cc @txtdaribogor UDAH CAPE NGOMELIN biskita pdhl pelanggan setia kl lg di bogor tp udh sering kecewa krn banyak bgt kebijakan yang timpang, pengemudinya ugal, ditambah penumpangnya kdg barbar dan gatau aturan🥹🥹🥹",udah cape ngomelin biskita pdhl pelanggan setia kl lg di bogor tp udh sering kecewa krn banyak bgt kebijakan yang timpang pengemudinya ugal ditambah penumpangnya kdg barbar dan gatau aturan
2023-05-18 08:42:46,1.65912e+18,akubuten,0,0,Negatif,ohiya btw tolong bgt pak @BimaAryaS ada satpam dong di biskita satu org per satu unit. ini ya KS mungkin gak banyak TAPI ibu ibu barbar banyak bgt tolong disikapi udh cape bgt berantem sama ibu ibu 🥹🥹🥹,ohiya btw tolong bgt pak ada satpam dong di biskita satu org per satu unit ini ya ks mungkin gak banyak tapi ibu ibu barbar banyak bgt tolong disikapi udh cape bgt berantem sama ibu ibu
2023-05-18 08:42:41,1.65912e+18,akubuten,0,0,Negatif,biskita saking mau balik modal matok 4rb dan ngeribetin kah,biskita saking mau balik modal matok rb dan ngeribetin kah
2023-05-18 07:21:08,1.6591e+18,arrffk,5,0,Negatif,"@txtdaribogor Padahal sejak biskita launching sampe tgl 20 mei besok udah berbulan-bulan lamanya, harusnya udah dipikirin sejak dulu, tapi yaudah lah emang gak serius juga transportasi ini",padahal sejak biskita launching sampe tgl mei besok udah berbulan bulan lamanya harusnya udah dipikirin sejak dulu tapi yaudah lah emang gak serius juga transportasi ini
2023-05-18 07:14:48,1.6591e+18,iyaainivivi,0,0,Negatif,"@txtdaribogor Lama, repot, agak susah buat petugas mondar mandir bus, jumlah koridor Biskita banyak, bisa jadi juga transit lebih dari sekali",lama repot agak susah buat petugas mondar mandir bus jumlah koridor biskita banyak bisa jadi juga transit lebih dari sekali
2023-05-18 04:16:32,1.65905e+18,ailovus,0,0,Negatif,dih masa biskita bayar???,dih masa biskita bayar
2023-05-17 12:44:59,1.65882e+18,ziyanoscar,2,0,Negatif,"@bogorfess_ Sedihhh, bsk puas""in naik biskita lah mumpung masih gratis,tapi gapunya tempat tujuan 🙂",sedih bsk puas in naik biskita lah mumpung masih gratis tapi gapunya tempat tujuan
2023-05-17 10:44:52,1.65879e+18,bengbengtae,0,0,Negatif,@bogorfess_ Mau tanya dong apk biskita kenapa no internet connection mulu ya? Daal pake wifi,mau tanya dong apk biskita kenapa no internet connection mulu ya daal pake wifi
2023-05-17 10:26:31,1.65878e+18,cendolhunter,4,0,Negatif,"@txtdaribogor Ya pan dari dl yg bikin macet ma kendaraan pribadi yg jumlahnya makin banyak, makanya dibatasi. Percuma aja ada biskita.
Katanya dl angkot mw diremajain, jadi ga sih?
Ama bus2 masi banyak yg ga layak.","ya pan dari dl yg bikin macet ma kendaraan pribadi yg jumlahnya makin banyak makanya dibatasi percuma aja ada biskita 
katanya dl angkot mw diremajain jadi ga sih 
ama bus masi banyak yg ga layak"
2023-05-17 09:05:00,1.65876e+18,bogorfess_,54,5,Negatif,[bgr] kadang suka mau nangis kalo nunggu biskita lama banget mana ak baliknya ke pamijahan 😭😭 https://t.co/2Cbz643TJO,bgr kadang suka mau nangis kalo nunggu biskita lama banget mana ak baliknya ke pamijahan
2023-05-16 07:01:07,1.65837e+18,dnrchmn,0,0,Negatif,Jujur kalau kata gua lebih susah naik biskita bogor daripada naik tj terutama kalau berdiri. Jalannya kulak kelok dah gitu naik turun gak stabil kaya jalan tj di jakarta,jujur kalau kata gua lebih susah naik biskita bogor daripada naik tj terutama kalau berdiri jalannya kulak kelok dah gitu naik turun gak stabil kaya jalan tj di jakarta
2023-05-16 01:05:09,1.65828e+18,svnosaurs,0,0,Negatif,apk biskita aneh,apk biskita aneh
2023-05-16 00:26:18,1.65827e+18,maaveenus,0,0,Negatif,@Biskita_id nunggu biskita memang selama ini y? zz,nunggu biskita memang selama ini zz
2023-05-13 14:08:31,1.65739e+18,Lasiosperma,4,0,Negatif,"hal hal yang bikin gue kesel hari ini:
1. chat dibales seabad
2. ngolesin krim geliga kebanyakan
3. rencana potong rambut + ketemu temen, eh tapi temen gue bertele"" banget bikin gue gak jadi potong rambut
4. emak nelponin mulu lagi
5. nungguin biskita K1 sejam-an","hal hal yang bikin gue kesel hari ini 
 chat dibales seabad
 ngolesin krim geliga kebanyakan
 rencana potong rambut ketemu temen eh tapi temen gue bertele banget bikin gue gak jadi potong rambut
 emak nelponin mulu lagi
 nungguin biskita sejam an"
2023-05-13 04:53:00,1.65725e+18,zarrrrbel,0,0,Negatif,"aku dikasi tau buat naik biskita dan itu jg ttp beli kartu yg harganya 27k + saldo 50k jadi 72k totalnya, ditambah blm ongkos dari rmh ke tmpt biskita nya yg jauh, macet nan menyebalkan itu krna aku hampir mau muntah. saking eneknya, ga biasanya si, padahal sering bgt naik angkot",aku dikasi tau buat naik biskita dan itu jg ttp beli kartu yg harganya saldo jadi totalnya ditambah blm ongkos dari rmh ke tmpt biskita nya yg jauh macet nan menyebalkan itu krna aku hampir mau muntah saking eneknya ga biasanya si padahal sering bgt naik angkot
2023-05-12 09:44:09,1.65696e+18,ekky_fahreza,3,0,Negatif,"@txtdaribogor Bisa ga kalo terintegerasi dengan kabupaten dulu? Jangan antar kota dulu.
Jadi nih, kabupaten-kota punya transportasi bagus yang terintegerasi.

Orang-orang mau ke Puncak bisa alternatif naik BisKita. Yang mobilitas Cibinong-Bogor Kota bisa pake BisKita. Bisa ga nih kira-kira?","bisa ga kalo terintegerasi dengan kabupaten dulu jangan antar kota dulu 
jadi nih kabupaten kota punya transportasi bagus yang terintegerasi 

orang orang mau ke puncak bisa alternatif naik biskita yang mobilitas cibinong bogor kota bisa pake biskita bisa ga nih kira kira"
2023-05-10 11:27:09,1.65626e+18,c4skey,0,0,Negatif,jam segini emg biskita lama bgt ya allah😿☝🏻 https://t.co/1E8Sg0IUB0,jam segini emg biskita lama bgt ya allah
2023-05-10 08:12:14,1.65621e+18,bibliopuff_,0,0,Negatif,"Niat mau hemat ongkos naik biskita yakan pas pulang, tapi malah nambah 2000an langkah gegara gue bingung halte selama rute barunya tuh pindah ke mana😭",niat mau hemat ongkos naik biskita yakan pas pulang tapi malah nambah an langkah gegara gue bingung halte selama rute barunya tuh pindah ke mana
2023-05-09 10:02:52,1.65588e+18,Arancionerro,0,0,Negatif,When u dapet supir biskita yg bawa mobilnya ngaco dari ciawi-sindang barang be like: https://t.co/O79DbjLgBY,when u dapet supir biskita yg bawa mobilnya ngaco dari ciawi sindang barang be like
2023-05-09 09:24:22,1.65587e+18,amamabilis,0,0,Negatif,Biskita minimal benerin aplikasinya kek,biskita minimal benerin aplikasinya kek
2023-05-08 21:17:16,1.65568e+18,CKlementino,1,0,Negatif,@piyopikavet Pantesan nunggu biskita bisa nyampe sejam 😔,pantesan nunggu biskita bisa nyampe sejam
