,date,id,content,username,like_count,retweet_count
12,2023-06-08 07:22:24+00:00,1666707231444987911,Operasional Koridor 3-4 BisKita Transpakuan Terhambat Pembangunan Jembatan Otista - https://t.co/pDWlGVRRV6 #biskita,web_bogorkita,0,0
13,2023-06-08 03:16:50+00:00,1666645430976004096,@M_Zulfan_Z @huhyjntsuma Semua dikerjakan tai anjing. Eta Bandung NU Deket Jeung kantorna Oge transportasi na bapuk. Komo ieu Bogor nu jauh. Bogor untung kabantuan ku KRL Jeung biskita. Karawang tuh tingali angkotna ges sakarat. Kamana-mana kudu boga motor. Hararese.,Shetyaria98,0,0
14,2023-06-08 01:50:19+00:00,1666623659241533441,"Tahun Ini, Pemkot Bogor Upayakan Tambah Dua Koridor Baru BisKita https://t.co/7utWljjeXn",radarbogorID,3,0
15,2023-06-07 10:41:25+00:00,1666394925582417921,"Not a worry, RTB News*, sentiasa bersama biskita.

*If they are hardworking to come over to the stadium and place camera that is",abearfromSEA,4,0
16,2023-06-07 08:01:47+00:00,1666354753641811970,tumben biskita hari ini cepet &amp;&amp;&amp; sepi,tehswit,0,0
17,2023-06-07 02:53:31+00:00,1666277176596135937,"@bptj151 halo, saya ingin tanya untuk BisKita Bogor:
1- Koridor 3 &amp; 4 kapan akan dibuka jalurnya?
2- Aplikasinya apakah akan dibiarkan dan tidak akan diperbaiki?",astrd898,0,0
18,2023-06-07 01:02:22+00:00,1666249205592244224,@txtdaribogor Sama itu tolong banget tertibin taxol yg jemput dan drop penumpang di stasiun Bogor. Carut marut biskita angkot taxol ojol campur jadi satu disana. Saran saya semoga ada aturan untuk pejemput harus masuk ke area parkir stasiun.,zofast,0,0
19,2023-06-07 00:49:44+00:00,1666246024720175104,@convomf Ahahaha aku pernah ga sengaja gini jg di biskita,mel0uve,0,0
20,2023-06-06 08:12:44+00:00,1665995122646056960,Biskita udh ga gratis sih gue tiap nganter mamah ke pmi pulangnya mampir kesini soalnya ada haltenya sebrang sebrangan jadi irit ongkos,kwonpilation,0,0
21,2023-06-06 06:32:49+00:00,1665969977529188352,"Wah, tak terduga! Biskita Trans Pakuan segera berbayar. Jangan sampai ketinggalan info terkini untuk pengguna Biskita. Cepat cek KosaData untuk detailnya! #BiskitaTransPakuan #KosaData https://t.co/DNFc6jALyz https://t.co/9unVRSlOaa",adib_adebran,0,0
22,2023-06-06 05:29:04+00:00,1665953936157835264,@bogorfess_ kalo kesini naik biskita mending turun di kppn apa budi mulya yaa?,upilhoseok,0,0
23,2023-06-05 16:03:19+00:00,1665751159167123456,"@ipb_menfess Bisaa. Buat bayar parkir, jajan di indomaret, naik biskita, bayar tol",Aida_rhma,0,0
24,2023-06-05 13:18:18+00:00,1665709633095475200,Dishub Ajukan Tarif BisKita Untuk Pelajar dan Lansia di Bawah Rp4 Ribu https://t.co/kryDNM57oC,radarbogorID,0,0
25,2023-06-05 12:52:08+00:00,1665703048927232001,"maaf pakai tag, adakah yg tau biskita (bogor) jam 8 malem masih ada engga yaa?🥲 #zonauangᅠ",jaejaechaw,0,0
26,2023-06-05 09:52:04+00:00,1665657734195449861,BISKITA MANASIII ANJ GUA LAPER GUA ADA KELAS GUA PEN REBAHAN ANJIRT ANJIRT,klekalagi,0,0
27,2023-06-05 09:32:22+00:00,1665652775299211264,"biskita nih udh berbayar kok ngelunjak banget ya bgst🥲 drtd nunggu ga dateng""🙂 cash gua pas""an lagi gabisa buat angkot🥲🥲🥲🥲🥲🥲🥲",klekalagi,0,0
28,2023-06-05 06:40:00+00:00,1665609396305661952,Gesss biskita [bgr] kalo transit bayarnya tetep 2x yaaa? Trs mau nanya K1 beroperasi kan?,bogorfess_,0,0
29,2023-06-04 05:52:39+00:00,1665235091361001474,eh naik biskita bisa pake kmt gak ya😭,umilkcoklat,0,0
30,2023-06-04 05:00:54+00:00,1665222069099831297,"Halo Saya Fikri, Mahasiswa S1 Ilmu Administrasi Negara, membutuhkan bantuan terkait penelitian saya mengenai kualitas pelayanan moda transportasi Biskita Transpakuan. Bagi 10 orang terpilih ada reward saldo gopay sebesar Rp. 300.000  

Link: https://t.co/biuyHSxj1L https://t.co/aX7HERNZOi",fikri_hkl,15,16
31,2023-06-04 02:24:25+00:00,1665182688901308416,Horee... Akhirnya kesampeian nyobain @Biskita_id @transpakuan kirain bus nya bakal diusir sama kang angkot yg ngetwm di halte 😅ternyata lancar jaya.. https://t.co/dGZqmzVlAr,FadliMohammad,1,0
32,2023-06-03 10:57:57+00:00,1664949535758782464,@anakkentank_ @oliberrian @AgengKustiawan @bogorfess_ Kak maaf kalo mau ke family mart turun nya di halte mana kalo naik biskita?,orangitemm,0,0
33,2023-06-03 05:22:04+00:00,1664865008495505410,Plis unit K2 Biskita diperbanyak coba kalo jalanannya muter gini jd nunggunya gak seribu tahun 😭,lreneibae,0,0
34,2023-06-03 01:13:21+00:00,1664802418918318080,jam segini udah di biskita,hewwoongi,0,0
35,2023-06-02 21:03:28+00:00,1664739534171672577,waktu awal di bogor gua ke yasmin habis 50k sendiri padahal gua bisa naik biskita cuma 8k pp jirrr,sankaraeda,0,0
36,2023-06-02 21:02:16+00:00,1664739229661040641,cuma kalau bisa biskita nyampe dramaga lah biar bisa naik sampe gerbang depan 😞😞😞,sankaraeda,0,0
37,2023-06-02 21:01:41+00:00,1664739082956840961,bayangin sampe bgr-jkt-bgr cuma 6k (ya ga sih gua lupa) terus biskita paling 8k tambah angkot 10k...,sankaraeda,0,0
38,2023-06-02 21:01:40+00:00,1664739080909864960,"gua kayaknya udah di tahap nyaman banget pake transportasi umum di sini deh soalnya naik angkot terus naik biskita terus naik krl is fun (kalau ada temennya sih, maaf turis)",sankaraeda,0,0
39,2023-06-02 11:32:03+00:00,1664595730294779904,"@VindhTR Wkwk jadi inget, salah satu murid nanya ke aku ke sekolah naik apa. Dan ku jawab ""naik biskita atau dianter"" terus dia jawab lagi ""ohhh berarti ms Ainun gapunya mobil ya"" wkwkkw menanges",hsrinun,0,0
40,2023-06-02 05:23:15+00:00,1664502917620187136,❓❓❓❓❓kaitan bra gue lepas❓❓❓❓❓ gue lagi di biskita anjing❓❓❓❓❓❓❓❓,punyayuuta,0,0
41,2023-06-01 15:35:05+00:00,1664294504306978816,"@epsilonndelta Ingfokan tanggal astro dan lomasi SMA

Pengguna Biskita dan KRL siap datang",Randomsapiens27,1,0
42,2023-06-01 12:40:18+00:00,1664250518972276739,"Cobain rute kantor  ke rumah pakai krl lanjut biskita emang lebih murah ketimbang jalur biasa, tapi it cost more time wkwkwk. YaAllah gue brangkat hari senin harus lebih pagi inimah 😭, subuh kali ya",moonflawerr,0,0
43,2023-06-01 12:36:49+00:00,1664249643302268928,"Lucu bgt lg di biskita depanku ada bapak2, dia lg nonton runningman omg pak bolehkah nobar bersama",pipiuji,0,0
44,2023-06-01 12:00:37+00:00,1664240530065334272,sebenernya dari tempat gue ke st bogor naik gojek tuh deket dan cepet tapi gue memilih untuk membuang-buang waktu dengan naik biskita:)),jeandessentials,0,0
45,2023-06-01 07:03:31+00:00,1664165763480182786,"gocar sampe rumah 30k, biskita sampe rumah 4k. sudah pasti aku pilih biskita love yoy",eaysno,0,0
46,2023-06-01 05:10:50+00:00,1664137407850225664,biskita berbayar skrg :(,pulungrafi,0,0
47,2023-06-01 03:12:10+00:00,1664107542908407808,kayanya baru kali ini de naik biskita bener2 lg kosong,yeageri,0,0
48,2023-06-01 02:36:29+00:00,1664098562274377728,Alhamdulillah pagi ini dapet supir biskita yg ramah pol,pipiuji,0,0
49,2023-06-01 02:23:06+00:00,1664095194227277824,@orangansos Biskita ini permen susu mahal,Fslvrd,0,0
50,2023-06-01 01:38:53+00:00,1664084066340327424,"@nita9451 Naik biskita gbsss, trs top up shopee gabisa update saldo, pdhl udh ke beli",MlExAYAM,0,0
51,2023-06-01 00:10:42+00:00,1664061874927976448,"@ipb_menfess dari stasiun naik biskita yang K2, nanti berhenti di Halte Cidangiang. Terus dari halte naik bis warna biru, kayaknya kemarin kalo gasalah antara 13ribu atau 14ribu gitu deh. Bayarnya bisa pake cash atau debit, terus bisa berhenti di sentul langsung, enak",reminiscenxes,1,0
52,2023-05-31 13:18:43+00:00,1663897797350023172,ini mah gua pas naik BISKITA😭🙏🏼,orangansos,0,0
53,2023-05-30 23:58:19+00:00,1663696369205534721,@CommuterLine Yook dah pak @BimaAryaS dipercepat saja biskita terintegrasi dengan @PT_Transjakarta untuk mengurangi beban @CommuterLine.,sanichi_agus,0,0
54,2023-05-30 17:40:40+00:00,1663601331503009793,@KulineRain naik biskita turun dmn biar gojeknya g jsuhh,junehokiw,0,0
55,2023-05-30 08:47:37+00:00,1663467187590533120,orang nangis disuruh ngejar biskita hhh,syshgbt,0,0
56,2023-05-30 07:40:11+00:00,1663450213737201675,"gue sama temen gue naik biskita, kebetulan temen gue sama gue pake tapcash nct, ada anak sekolah yg naik juga pake tapcash mark wkwk, merasa bangga bisa ketemu nctzen 🫶🏼",bunnywgrass,0,0
57,2023-05-30 03:35:00+00:00,1663388512014708736,"punten [bgr] mau nanya lagi, kalo dari ekalokasari ke pmi naik Biskita itu naik yg nomor brp? trus nanti turunnya dimana? nuhun🙏🏻.",bogorfess_,2,1
58,2023-05-30 02:20:01+00:00,1663369643803934720,"punten [bgr] mau nanya, kalo dari pmi ke Ekalokasari naik Biskita itu naik yg nomor brp? trus nanti turunnya dimana? nuhun🙏🏻.",bogorfess_,2,1
59,2023-05-30 02:16:00+00:00,1663368632011980800,"@genevievesins Hiiii, Sy! Jangan lupa bayar biskita hahahhaa",ngocehbuku,0,0
60,2023-05-29 13:05:00+00:00,1663169569689841665,[Bgr] guys biskita paling pagi jam berapa sih? Soalnya mau ke elos. Gua dari lampu merah mcd,bogorfess_,0,0
61,2023-05-29 11:44:25+00:00,1663149292700450817,"Sepekan Dikenakan Tarif, Penumpang BisKita Anjlok
 https://t.co/86aiIfQ8ji",radarbogorID,0,0
62,2023-05-29 10:17:33+00:00,1663127430872326144,"@ipb_menfess Kata aku mah lanjut angkot lg nder 02 atau 03. Naik biskita skrng bayar 4k sekali jalan. Trs turun hra di bappeda (lumayan jalannya). Muter jg

Angkot 5k turun lbh deket ke pintu terminal. Ga muter jg rutenya",googiecapt,0,0
63,2023-05-29 06:37:31+00:00,1663072058115514369,@ipb_menfess naik biskita yg K2 turun di halte bappeda,lydijahaha,0,0
64,2023-05-29 03:13:01+00:00,1663020591723732994,ni kalo bukan demi 4k ber AC mah amit amit gua nunggu biskita 😔,brightlymakeu,1,0
65,2023-05-28 23:47:09+00:00,1662968787166179328,Xixi naik biskita di pagi hari https://t.co/Tc2DdDy17K,runssningrat,0,0
66,2023-05-28 09:53:28+00:00,1662758982237446145,biskita nih lewatnya setahun sekali apa gmn anjirrrr lama bgt w kebelet,iadoredk,0,0
67,2023-05-28 06:33:40+00:00,1662708701030146049,"ternyata walaupun udah bayar, biskita masih kurang bagus manajemen waktunya. udah 15 menit lebih nungguin ga dateng2. mending naik angkot, cuma beda 1000 doang🤮",sylverqueeny,0,0
68,2023-05-28 06:07:11+00:00,1662702036817969152,@reminiscenxes @ipb_menfess punten biskita udah berbayar atau buat K1 aja ya soalnya terakhir naik blm bayar,pulungrafi,0,0
69,2023-05-28 00:56:56+00:00,1662623959962238978,"@ipb_menfess kalau misalnya mau lebih gampang naik kampus dalem turun di terminal bubulak, terus naik biskita yang K1 cuman 4K aja, nanti turun di halte PMI kalau mau ke kebun raya. dari kebun raya ke baranangsiang bisa jalan atau naik angkot 08, 09, 05, apa aja terus turun deh di BS.",reminiscenxes,1,0
70,2023-05-27 08:36:11+00:00,1662377144163631105,"Mauuu wawancara ajaa benerbener banyakk sialnya, dr tbtb kelas diundur, telat dpet biskita, junggu biskita setengah jam, gojek bayar 50k, yaAllah yaAllah aku mah",cleoflow_,0,0
71,2023-05-27 02:20:06+00:00,1662282500239130624,"@Widhi_Waskito @arungbudoyo @BisKota_ @maztommy Dari Kantor Pos ke Stasiun aja gw lebih milih Biskita kok.

(padahal udah lewat berapa kali itu angkot, musti jalan kaki ke bus stop pula).",LeonardEricLie,1,0
72,2023-05-27 01:00:41+00:00,1662262514854313986,"Biskita udah berbayar, tarifnya 4 ribu 🥲",nabilakamelia,0,0
73,2023-05-26 13:51:43+00:00,1662094162362245121,Sekarang biskita udh berbayar ya,happytummei,0,0
74,2023-05-26 13:07:13+00:00,1662082964254253057,"[bgr] jadi gmna biskita setelah berbayar apa masih harus nunggu lama ? macet itu alesan klasik harusnya pemkot lebih pintar buat tranportasi bersyp yg bisa terbang,bye . https://t.co/WJYJI64A9F",bogorfess_,6,1
75,2023-05-26 13:05:45+00:00,1662082593779757056,"[bgr] jadi gmna biskita setelah berbayar apa masih harus nunggu lama ? macet itu alesan klasik harusnya pemkot lebih pintar buat tranportasi bersyp yg bisa terbang,bye . https://t.co/q6nZRwG23F",bogorfess_,6,1
76,2023-05-26 10:10:50+00:00,1662038577382031362,Buset biskita sejak berbayar jadi sepi banget? Padahal ini jam pulang kantor...,toomuchbiaas,0,0
77,2023-05-26 09:04:42+00:00,1662021934383796227,ini biskita gaib kah kok ga lewat2 jirr pdhl kl di app ada huft,beer_aaaaa,0,0
78,2023-05-26 08:52:59+00:00,1662018984424931329,"@haarutoc @txtdaribogor Gua kemarin nggu biskita ada kali 20an motor lewat sana,gua marah2in tp respon nya pura2 budeg &amp; cmn blg iya mba maaf. 🙂",jichuuuturtlee,0,0
79,2023-05-26 05:51:49+00:00,1661973391442853890,kata gue mah biskita cepetan datang,shakiipiyo,0,0
80,2023-05-25 14:38:10+00:00,1661743463417942021,"@siapaajabole100 Kalau disini jadi daya tarik wisatawan, bukan ga mungkin bakal ada rute Biskita baru kan,
mungkin bisa jadi opsi Stasiun Bogor - Tugu Kujang - Sukasari - Batutulis - Empang - Paledang - Stasiun Bogor",txtdaribogor,0,0
81,2023-05-25 11:44:02+00:00,1661699642575446016,@cileupeunggg biskita aja dulu,bacodhehe,0,0
82,2023-05-25 07:19:47+00:00,1661633142468542466,biskita udah bayar KENAPA MAKIN LAMA DATENGNYA 😠‼️‼️,rannnkyu,0,0
83,2023-05-25 00:14:51+00:00,1661526203944275968,service driver biskita (khususnya K5) tuh 💯💯👍🏻👏🏻 !!,storyofmylayfe,0,0
84,2023-05-24 18:20:19+00:00,1661436981799428096,@azwhore Hiking biskita,Kariipep,0,0
85,2023-05-24 14:17:00+00:00,1661375750224728066,"@DenmarkTriads @memefess Kalo aja Pemkot Bekasi revolusioner dan berani benahin transportasi umum di dalkot Bekasi aja dulu, itu potensinya gede bgt, macem JakLingko kalo di Jakarta. Ato Bogor lah kayak yg saya bilang melalui BisKita nya #CMIIW",davidhotmarisi,0,0
86,2023-05-24 14:14:21+00:00,1661375083078615045,@DenmarkTriads @memefess Nah TransPatriot itu sayang bgt sisa 1 koridor doang. Kalah kuat sama koasi2 busuk plus pemkotnya ga berani sama preman2 angkot2 ini. Padahal kalo dikembangin TransPatriot mantep tuh. BisKita Bogor aja perlahan udh mulai meluas koridornya menggantikan angkot2 secara bertahap.,davidhotmarisi,1,0
87,2023-05-24 12:31:10+00:00,1661349116629356545,@haarutoc @txtdaribogor Trotoar yg arah btm itu emg banyak bgt motor yg lawan arus trus naik ke trotoar. Lg nunggu biskita ampir aja kesenggol aku huhuhu,nfnyunyu,0,0
88,2023-05-24 07:48:57+00:00,1661278096643997696,"Adakah biskita ingin menjana pendapatan lebih?

Adakah biskita mempunyai background ugama? Tapi masih mencari pekerjaan? 

Worry not! Kini Al-Hufaaz Management membukakan pekerjaan sebagai educator Al-Huffaz bagi guru-guru Al-Quran. Biskita akan mengajar…https://t.co/nj3hEHBza3",loqy1812,1,0
89,2023-05-24 05:40:08+00:00,1661245678012743680,Mantul pisan Biskita nih yak,gotagameonline,0,0
90,2023-05-24 04:09:48+00:00,1661222944159469569,"gue gatau orang jakarta gimana kalau naik transjakarta karena kebetulan gue belum pernah, tapi jujur orang bogor LELEEEEETTT banget kalo naik biskita, bener bener ga ngehargain waktu dan klamar klemer tibang naik aja kaya princess😔😔😔😔🙏🏻🙏🏻🙏🏻",PINKISHOON,0,0
91,2023-05-24 03:47:15+00:00,1661217269215825920,Ni knapa emoney gweg egk bisa tap naik biskita,woofyouu,0,0
92,2023-05-24 01:08:52+00:00,1661177411608760321,"Kemana ye, mana biskita udah bayar",heresheeis,0,0
93,2023-05-24 00:24:17+00:00,1661166192088719363,seneng bgt biskita jd sepi wkwk,norenias1,0,0
94,2023-05-23 14:51:30+00:00,1661022045839437825,"Tidak seseru itu, kawan, coba lu sekolah di Bogor yg ujannya non-stop, blm lagi nunggu biskita yg lama/angkot yg ngetem, mending homescholling deh",_coffeein,0,0
95,2023-05-23 13:10:55+00:00,1660996731931353089,Puji syukur kepada Allah sy masih dapet biskita 🙏,runssningrat,0,0
96,2023-05-23 09:06:34+00:00,1660935241391828992,Ini Jenis Kartu Non Tunai yang Bisa Digunakan Untuk Naik Biskita Transpakuan Bogor #BiskitaTranspakuan #Bogor    https://t.co/qkloyv82tI,AyoBogorCom,0,0
97,2023-05-23 08:19:21+00:00,1660923358785986561,"Yang bilang udah lama - udah lama, ya Mimin menta hampura atuh ih ai mingor teh gapernah lewat pintu sana lagi semenjak pintu Hall timur alun alun dibuka. Enakan Hall Timur tauu parkirnya motor 3000 atau nyegat Biskita di Bappeda jalan kaki 😁
https://t.co/5X12mBqPgp",txtdaribogor,45,2
98,2023-05-23 05:40:00+00:00,1660883254621384704,"Menurut kalian apa penyebab biskita [Bgr] setelah bayar ini malah sepi? Sering liat K1, K5, K6 akhir akhir ini sepi. Cuma ada 1 atau 2 penumpang (tapi aku gatau kalau pas jam2 sibuk).",bogorfess_,0,0
99,2023-05-23 03:16:36+00:00,1660847166418558977,ni biskita uds berbayar ms aje lama dtgnya,stepygoo,0,0
100,2023-05-23 01:57:20+00:00,1660827221521764360,"@Biskita_id  tolong dong pelayanan Biskita dibenerin, tepat waktu. Udah setengah jam gak lewat Taruna Andigha sedangkan udah lebih dari 5 yg lewat halte BTW. Sampe pool ngapain dulu? Ngopi? Udah berbayar gak berubah2. Sekalinya sampe malah penuh. Nunggu berapa lama? Sejam?",19f3bri91,0,0
101,2023-05-23 01:55:01+00:00,1660826637422989312,@BimaAryaS tolong dong pelayanan Biskita dibenerin tepat waktu. Udah setengah jam gak lewat Taruna Andigha sedangkan udah lebih dari 5 yg lewat halte BTW. Sampe pool ngapain dulu? Ngopi? Udah berbayar gak berubah2. Sekalinya sampe malah penuh. Nunggu berapa lama? Sejam?,19f3bri91,0,0
102,2023-05-22 22:42:51+00:00,1660778274887454720,"@txtdaribogor Sore2 kacau bgt dah disitu, udh mana dkt halte biskita, banyak anak sekolah, macet beut",OktoFerdi,0,0
103,2023-05-22 16:26:17+00:00,1660683509667872768,@fabregaass @txtdaribogor Gasken biar biskita sampe ciomas,cilpacilll,0,0
104,2023-05-22 14:38:17+00:00,1660656332289060866,@sssaturnxs @txtdaribogor Sebagai warga border kami ingin biskita sampai IPB dramaga✊🏻,threemvrd,0,0
105,2023-05-22 14:05:43+00:00,1660648133653585920,Tim Biskita dan nebeng motor teman 🤝🏻,kucign,0,0
106,2023-05-22 13:59:45+00:00,1660646632860286979,"Naik Biskita Berbayar Mulai 20 Mei, Rp 4.000 Satu Kali Perjalanan https://t.co/ZILu16Tk7n

#pemkotbogor #welovebogor #bogohkabogor #bogorberlari https://t.co/J54BojgFj9",PemkotaBogor,1,0
107,2023-05-22 12:04:56+00:00,1660617737868283905,biskita dngin bnget coy rsna ak sprti msuk ktub,yenniebreadd,0,0
108,2023-05-22 11:00:00+00:00,1660601398525042691,Kalo mau ke IBI Kesatuan naik biskita [bgr] dari Cimanggu turunnya di halte apa guys? Terus lanjut angkot no berapa? Nuhun..,bogorfess_,2,1
109,2023-05-22 09:54:37+00:00,1660584942978600960,Dingin klo hbs keluar dr biskita,herinciaaa,0,0
110,2023-05-22 09:46:36+00:00,1660582925769777153,"Tarif Biskita Transpakuan Mulai Berlaku, Bima Arya Usulkan Pelajar dan Lansia Dapat Diskon  | https://t.co/UPhcw6hx2P",inilahkorancom,0,0
111,2023-05-22 07:10:42+00:00,1660543694846726149,"Biskita Transpakuan Tarif Rp4 Ribu, Pelajar dan Lansia Diusulkan Dapat Diskon - https://t.co/b3eSzPRZaF #transpakuan #biskita #bogorkita",web_bogorkita,0,0
112,2023-05-22 06:00:39+00:00,1660526063745900544,"#Foto Tarif Biskita Traspakuan Bogor telah ditetapkan. Mulai 20 Mei 2023, setiap penumpang  dikenai tarif sebesar Rp4.000 untuk satu kali perjalanan lho detikers! 

Foto: Antara Foto
https://t.co/8bRdP3quZe https://t.co/0I6UcTRZqK",detikfinance,1,0
113,2023-05-22 04:53:18+00:00,1660509116228579328,"@bogorfess_ Weekday siang2 mah emang sepi, andalan aku bgt kalo mau keluar naik biskita jam segini... Tp kalo jam berangkat ama pulang kerja masih di halte lokatmala juga udah penuh bgt aku suka liat",naminaita,1,0
114,2023-05-22 04:20:00+00:00,1660500734255984640,[bgr] biskita sepi banget sekarang 😢,bogorfess_,5,1
115,2023-05-21 23:15:12+00:00,1660424028593729537,Tumben ni halte biskita sepi😄apa krn udh bayar yak,aiemhildayelll,0,0
116,2023-05-21 22:54:16+00:00,1660418761625853952,Biskita udah bayar gais WKWKWKKW yaallah lumayan 4k 😭😭😭😭,Yurachan27,0,0
117,2023-05-21 21:40:33+00:00,1660400209430724608,"Kini Berbayar, Tarif Biskita Transpakuan Ditetapkan Rp 4.000 #TempoFoto https://t.co/Q5k96PQJGD",tempodotco,6,2
118,2023-05-21 14:05:11+00:00,1660285612979810304,"@txtdaribogor yg belum keliatan diurusin, lah itu Biskita aja haltenya masih jarang2 😂😂",RioDhika,0,0
119,2023-05-21 13:05:17+00:00,1660270538076606466,"@txtdaribogor Awalnya plane nya kepadatan kendaraan,kebijakan satu arah yg dari dulu dua arah g masalah,,ayeuna Sagala Aya trem,,biskita ge masih tahap penyesuaian,,ceuk aink ge naon ,,,lieur aink mah",adeharis1969,0,0
120,2023-05-21 12:42:49+00:00,1660264886847549440,@bogorfess_ Naik biskita,aiaiaisse,0,0
121,2023-05-21 12:00:33+00:00,1660254247202738182,"Mending pake bus, join ama biskita 🙏🏻🙏🏻🙏🏻",diariumbi,0,0
122,2023-05-21 10:55:37+00:00,1660237906840268803,"tapcash monyet tiga kali ngetap buat biskita error mulu tp saldo ketarik sampe 12k, ga lagi lagi make tapcash",dontyeon,0,0
123,2023-05-21 10:47:37+00:00,1660235892307656706,"buat apa sih banyak banyakin transportasi, yg skrg aja ga kekontrol. mending dievaluasi dulu daripada maksain nambah trs lalu lintasnya jadi makin kacau. kurangin angkot dan direvitalisasi, evaluasi sistem biskita biar tarifnya satu perjalanan bukan satu rute",shanifaa_,0,0
124,2023-05-21 10:26:32+00:00,1660230586756403201,@txtdaribogor Urgensinya apa jalur trem? Ngurus biskita sama angkot aja ga becus,MRamdhoni,2,0
125,2023-05-21 09:02:26+00:00,1660209422017368065,biskita gaada kek akun official buat nanya+nampung aduan penumpang pas udh bayar kh?,ssvggss,0,0
126,2023-05-21 08:55:00+00:00,1660207551890489352,[bgr] kalo naik biskita K1 mau ke botani square turun halte depan botani itu bisa ga ya?,bogorfess_,3,1
127,2023-05-21 06:02:41+00:00,1660164189493809153,"Biskita biasanya weekend gini udah kaya bis wisata banyak bocah, sekarang sepi gegara udah mulai bayar https://t.co/Hd8usrzznR",_____dit,2,0
128,2023-05-21 05:16:51+00:00,1660152655073906688,"Kira2 bisa ga ya, biskita kyk TJ jd ngetapnya 2x aja pas mau naik sama turun, walaupun ganti2 bus. Soalnya kan skarang bayar dan agaknya boncos yaa klo ganti 2x aja 8k bolak balik 16k.",ddaciduci,0,0
129,2023-05-21 03:47:38+00:00,1660130201412710400,sebuah misteri gue naik biskita di bogor selalu hepi tapi naik temanbus di bandung mual,tdaksenonoh,0,0
130,2023-05-21 01:30:22+00:00,1660095658106441730,Hari ini baru ke peradaban luar lagi dan ternyata Biskita dah lewat Jl. Pahlawan. Dan terpantau jalur SSA belum serudet itu,tiyav_,0,0
131,2023-05-21 00:58:29+00:00,1660087635103326208,@oyipiyeyo Biskita dibanyakin katanya sama mau bikin trem wkwkwk.,beeabeo,0,0
132,2023-05-20 20:01:11+00:00,1660012817267957760,@letsyii @txtdaribogor lah kan ada biskita,alnddawn,0,0
133,2023-05-20 17:07:01+00:00,1659968987315470337,minimal biskita sampe dramaga pak😔😭☝️,fydavin,2,1
134,2023-05-20 15:04:01+00:00,1659938032991207424,"kenapa angkotnya ga dibagusin kaya di jakarta dibuat jaklingko :( soalnya kalo cm ngandelin biskita halte transitnya aja msh sedikit sama jauh² daerah² tertentu cm bisa diakses sama angkot, contohnya angkot pondok rumput yg biarpun jarang tp bnyk yg naik",dustiebook,0,0
135,2023-05-20 13:47:37+00:00,1659918806066790409,@txtdaribogor Gapapa sih kalo udah survey kebutuhan masyarakat dan banyakin armada biskita,derjug,0,0
